song,status,n_variations,detail
song_189_full,SPLIT_OK,2,var2: такти 18-35
song_190_full,SPLIT_OK,2,var1: такти 1-17
song_190_full,SPLIT_OK,2,var2: такти 18-35
song_191_full,SPLIT_OK,9,var1: такти 1-8
song_191_full,SPLIT_OK,9,var2: такти 13-24
song_191_full,SPLIT_OK,9,var3: такти 25-36
song_191_full,SPLIT_OK,9,var4: такти 37-48
song_191_full,SPLIT_OK,9,var5: такти 49-72
song_191_full,SPLIT_OK,9,var6: такти 77-83
song_191_full,SPLIT_OK,9,var7: такти 84-95
song_191_full,SPLIT_OK,9,var8: такти 96-107
song_191_full,SPLIT_OK,9,var9: такти 108-114
song_192_full,SPLIT_OK,9,var1: такти 1-8
song_192_full,SPLIT_OK,9,var2: такти 13-24
song_192_full,SPLIT_OK,9,var3: такти 25-36
song_192_full,SPLIT_OK,9,var4: такти 37-48
song_192_full,SPLIT_OK,9,var5: такти 49-72
song_192_full,SPLIT_OK,9,var6: такти 77-83
song_192_full,SPLIT_OK,9,var7: такти 84-95
song_192_full,SPLIT_OK,9,var8: такти 96-107
song_192_full,SPLIT_OK,9,var9: такти 108-114
song_193_full,SPLIT_OK,9,var1: такти 1-8
song_193_full,SPLIT_OK,9,var2: такти 13-24
song_193_full,SPLIT_OK,9,var3: такти 25-36
song_193_full,SPLIT_OK,9,var4: такти 37-48
song_193_full,SPLIT_OK,9,var5: такти 49-72
song_193_full,SPLIT_OK,9,var6: такти 77-83
song_193_full,SPLIT_OK,9,var7: такти 84-95
song_193_full,SPLIT_OK,9,var8: такти 96-107
song_193_full,SPLIT_OK,9,var9: такти 108-114
song_194_full,SPLIT_OK,9,var1: такти 1-8
song_194_full,SPLIT_OK,9,var2: такти 13-24
song_194_full,SPLIT_OK,9,var3: такти 25-36
song_194_full,SPLIT_OK,9,var4: такти 37-48
song_194_full,SPLIT_OK,9,var5: такти 49-72
song_194_full,SPLIT_OK,9,var6: такти 77-83
song_194_full,SPLIT_OK,9,var7: такти 84-95
song_194_full,SPLIT_OK,9,var8: такти 96-107
song_194_full,SPLIT_OK,9,var9: такти 108-114
song_195_full,SPLIT_OK,9,var1: такти 1-8
song_195_full,SPLIT_OK,9,var2: такти 13-24
song_195_full,SPLIT_OK,9,var3: такти 25-36
song_195_full,SPLIT_OK,9,var4: такти 37-48
song_195_full,SPLIT_OK,9,var5: такти 49-72
song_195_full,SPLIT_OK,9,var6: такти 77-83
song_195_full,SPLIT_OK,9,var7: такти 84-95
song_195_full,SPLIT_OK,9,var8: такти 96-107
song_195_full,SPLIT_OK,9,var9: такти 108-114
song_196_full,SPLIT_OK,3,var1: такти 1-16
song_196_full,SPLIT_OK,3,var2: такти 21-32
song_196_full,SPLIT_OK,3,var3: такти 33-50
song_197_full,SPLIT_OK,3,var1: такти 1-16
song_197_full,SPLIT_OK,3,var2: такти 21-32
song_197_full,SPLIT_OK,3,var3: такти 33-50
song_198_full,SPLIT_OK,3,var1: такти 1-16
song_198_full,SPLIT_OK,3,var2: такти 21-32
song_198_full,SPLIT_OK,3,var3: такти 33-50
song_199_full,SPLIT_OK,3,var1: такти 1-16
song_199_full,SPLIT_OK,3,var2: такти 21-32
song_199_full,SPLIT_OK,3,var3: такти 33-50
song_200_full,SPLIT_OK,3,var1: такти 1-16
song_200_full,SPLIT_OK,3,var2: такти 21-32
song_200_full,SPLIT_OK,3,var3: такти 33-50
song_201_full,SPLIT_OK,4,var1: такти 1-8
song_201_full,SPLIT_OK,4,var2: такти 9-25
song_201_full,SPLIT_OK,4,var3: такти 26-45
song_201_full,SPLIT_OK,4,var4: такти 46-63
song_202_full,SPLIT_OK,4,var1: такти 1-8
song_202_full,SPLIT_OK,4,var2: такти 9-25
song_202_full,SPLIT_OK,4,var3: такти 26-45
song_202_full,SPLIT_OK,4,var4: такти 46-63
song_203_full,SPLIT_OK,4,var1: такти 1-8
song_203_full,SPLIT_OK,4,var2: такти 9-25
song_203_full,SPLIT_OK,4,var3: такти 26-45
song_203_full,SPLIT_OK,4,var4: такти 46-63
song_204_full,SPLIT_OK,4,var1: такти 1-8
song_204_full,SPLIT_OK,4,var2: такти 9-25
song_204_full,SPLIT_OK,4,var3: такти 26-45
song_204_full,SPLIT_OK,4,var4: такти 46-63
song_205_full,SPLIT_OK,4,var1: такти 1-8
song_205_full,SPLIT_OK,4,var2: такти 9-25
song_205_full,SPLIT_OK,4,var3: такти 26-45
song_205_full,SPLIT_OK,4,var4: такти 46-63
song_206_full,SPLIT_OK,4,var1: такти 1-8
song_206_full,SPLIT_OK,4,var2: такти 9-32
song_206_full,SPLIT_OK,4,var3: такти 33-56
song_206_full,SPLIT_OK,4,var4: такти 57-80
song_207_full,SPLIT_OK,4,var1: такти 1-8
song_207_full,SPLIT_OK,4,var2: такти 9-32
song_207_full,SPLIT_OK,4,var3: такти 33-56
song_207_full,SPLIT_OK,4,var4: такти 57-80
song_208_full,SPLIT_OK,4,var1: такти 1-8
song_208_full,SPLIT_OK,4,var2: такти 9-32
song_208_full,SPLIT_OK,4,var3: такти 33-56
song_208_full,SPLIT_OK,4,var4: такти 57-80
song_209_full,SPLIT_OK,4,var1: такти 1-8
song_209_full,SPLIT_OK,4,var2: такти 9-32
song_209_full,SPLIT_OK,4,var3: такти 33-56
song_209_full,SPLIT_OK,4,var4: такти 57-80
song_210_full,SPLIT_OK,3,var1: такти 1-19
song_210_full,SPLIT_OK,3,var2: такти 20-38
song_210_full,SPLIT_OK,3,var3: такти 39-62
song_211_full,SPLIT_OK,3,var1: такти 1-19
song_211_full,SPLIT_OK,3,var2: такти 20-38
song_211_full,SPLIT_OK,3,var3: такти 39-62
song_212_full,SPLIT_OK,3,var1: такти 1-19
song_212_full,SPLIT_OK,3,var2: такти 20-38
song_212_full,SPLIT_OK,3,var3: такти 39-62
song_213_full,SPLIT_OK,3,var1: такти 1-19
song_213_full,SPLIT_OK,3,var2: такти 20-38
song_213_full,SPLIT_OK,3,var3: такти 39-62
song_214_full,SPLIT_OK,3,var1: такти 1-19
song_214_full,SPLIT_OK,3,var2: такти 20-38
song_214_full,SPLIT_OK,3,var3: такти 39-62
song_215_full,SPLIT_OK,3,var1: такти 1-5
song_215_full,SPLIT_OK,3,var2: такти 6-29
song_215_full,SPLIT_OK,3,var3: такти 30-41
song_216_full,SPLIT_OK,3,var1: такти 1-5
song_216_full,SPLIT_OK,3,var2: такти 6-29
song_216_full,SPLIT_OK,3,var3: такти 30-41
song_217_full,SPLIT_OK,3,var1: такти 1-5
song_217_full,SPLIT_OK,3,var2: такти 6-29
song_217_full,SPLIT_OK,3,var3: такти 30-41
song_218_full,SPLIT_OK,3,var1: такти 1-5
song_218_full,SPLIT_OK,3,var2: такти 6-29
song_218_full,SPLIT_OK,3,var3: такти 30-41
song_219_full,SPLIT_OK,2,var1: такти 1-26
song_219_full,SPLIT_OK,2,var2: такти 27-40
song_220_full,SPLIT_OK,2,var1: такти 1-26
song_220_full,SPLIT_OK,2,var2: такти 27-40
song_221_full,SPLIT_OK,2,var1: такти 1-26
song_221_full,SPLIT_OK,2,var2: такти 27-40
song_222_full,SPLIT_OK,2,var1: такти 1-26
song_222_full,SPLIT_OK,2,var2: такти 27-40
